customer_key,customer_id,email,first_name,last_name,date_of_birth,gender,phone,country,region,state,city,postal_code,address_line1,address_line2,preferred_language,customer_status,registration_date,email_opt_in,sms_opt_in,push_opt_in,effective_date,expiry_date
12807,CUST00009925,customer9925@email.com,IngrSon,WestField,1995-03-18,F,,Italy,East,Veneto,Verona,12367,179 High Street,,Italian,Active,2021-10-25,No,No,Yes,2021-11-11,2023-01-26
12808,CUST00009925,customer9925@email.com,IngrSon,WestField,2025-09-24,F,+47-604-3394,Italy,South,Sicily,Palermo,10938,  980 Main Street,Suite 453  ,Italian,Active,2021-10-25,Yes,Yes,No,2023-01-26,
12809,CUST00009926,customer9926@email.com,Bihi,Fischer,1950-04-21,M,+43-815-4671,Germany,South,Bavaria,Nuremberg,73369,355 MAIN STREET,,German,Active,2023-12-13,No,No,No,2025-01-05,
12810,CUST00009927,customer9927@email.com,Yureha,redhunter,1965-06-09,F,+40-845-9707  ,Germany,East,Berlin,Berlin,32215,515 High Street,Unit 358,French,Active,2021-11-29,Yes,  Yes,Yes,2023-08-20,
12811,CUST00009928,customer9928@email.com,Wocezuh,OBrown,1999-03-19,Other,+46-483-4276,Spain,South,Andalusia,Seville,47832,350 High Street,,FRENCH,Active,2023-06-30,No,No,No,2025-01-03,
12812,CUST00009929,customer9929@email.com,Andre,OSmith,1992-06-11,Other,+33-971-6859,Germany,South,Baden-Wurttemberg,Stuttgart,30461,650 High Street,Unit 208,Spanish,  Active,2022-02-13,Yes,No  ,Yes,2024-10-19,
12813,CUST00009930,customer9930@email.com,Kakuhe  ,DelBrown,1951-06-10,F,+34-188-1365  ,Italy,North,Veneto,Venice,30154,  500 high street,Floor 11,Italian,Active,2022-02-11,Yes,No,No,2023-03-02,
12814,CUST00009931,customer9931@email.com,Hapo,Bluesmith,1990-04-29,M,+30-559-1175,Germany,East,Saxony,Leipzig,69061,772 High Street,Unit 79,German,Active,2022-03-04,No,No,No,2023-09-10,
12815,CUST00009932,customer9932@email.com,Kosori,MacJones,2025-08-29,M,+48-268-9596,,West,Bristol,,30068,891 high street,,,Active,2021-09-20,No,No,No,2021-09-20,2022-03-28
12816,CUST00009932,customer9932@email.com,Kosori,MacJones,2003-01-15,M,+48-268-9596,United Kingdom,West,Bristol,Bristol,  30068,891 High Street,,German,Active,2021-09-20,No,Yes,Yes,2022-03-28,
12817,CUST00009933,customer9933@email.com,Gugakige,DeJones,1956-09-12,M,+31-364-2518,Italy,East,Veneto,Verona,49647,909 High Street,,English,Active,2021-04-03,Yes,No,No,2021-05-04,
12818,CUST00009934,customer9934@email.com,JameLey,VonSchneider,1975-12-30,Other,+31-422-5555,United Kingdom,West,West Midlands,Birmingham,80074,728 High Street,,Italian,Active,2023-07-26,No,Yes  ,Yes,2024-12-26,
12819,CUST00009935,customer9935@email.com,Ziwura,SouthFord,2003-07-23,F,+39-147-2901,France,West,Pays de la Loire,Nantes,43884,,,Spanish,  Active,2023-03-19,No,No,No,2024-01-03,
12820,CUST00009936,customer9936@email.com,Benedo,VanMuller,1954-10-10,M,+42-785-4714,Italy,West,Lazio,Rome,86084  ,291 Main Street,Floor 9,German,ACTIVE,2024-10-26,Yes,No,Yes,2024-11-06,
12821,CUST00009937,customer9937@email.com,Nokog,Blackfisher,1976-09-14,F,  +45-477-3513,Italy,West,Tuscany,Florence,91236,602 high street,Building D,English,Active,2021-02-25,No,Yes,Yes,2023-07-30,
12822,CUST00009938,customer9938@email.com,Kijomaw,  EastDale,1995-02-12,Other,+38-975-1983,United Kingdom,South,East Sussex,Brighton,71368,,,English,Active,2023-04-03,Yes,Yes,Yes,2023-12-30,
12823,CUST00009939,customer9939@email.com,Vigojavi,DiSmith,1951-01-06,F,+33-747-4182,France,North,Ile-de-France,Paris,86597,,Suite 429,Spanish,Active,2021-10-29,Yes,No,No,2023-02-03,
12824,CUST00009940,customer9940@email.com,RUZAVUSO,  OWilson,2004-06-10,M  ,+31-154-2466,Germany,West,North Rhine-Westphalia,Dusseldorf,21062,491 Main Street,,Italian,Active,2024-02-23,No,No,No  ,2024-07-09,
12825,CUST00009941,customer9941@email.com,Manuel,DaMiller,1968-08-23,M,+44-314-7513,Spain,South,Andalusia,Malaga,12661,422 High Street,Unit 429,French,Active,2023-06-22,Yes,Yes,No  ,2024-01-14,
12826,CUST00009942,customer9942@email.com,Yosilic,LaMiller,1975-09-06,M,+30-730-5303,Italy,South,Sicily,Palermo,28776,257 Main Street  ,,French,Active,2022-05-06,No,Yes,No,2023-01-31,
12827,CUST00009943,customer9943@email.com,Vuza,McFischer,2004-02-21,M,+38-103-7238,France,East,Grand Est,Strasbourg,83496,482 HIGH STREET,,German,active,2024-11-20,Yes,No,Yes  ,2024-12-11,
12828,CUST00009944,customer9944@email.com,Yuya,Goldbaker,1994-12-24,F,,France,,,Nantes,,,,,Active,2023-10-24,Yes,Yes,No,2023-10-24,2023-11-20
12829,CUST00009944,customer9944@email.com,Yuya,Goldbaker,1994-12-24,F,+39-451-8443,Spain,,Andalusia,,47149,,  Suite 170,Italian,Active,2023-10-24,No,Yes,No,2023-11-20,2024-03-08
12830,CUST00009944,customer9944@email.com,Yuya,Goldbaker,1994-12-24,F,,Spain,South,,Seville,47149,138 High Street,  Suite 170,Italian,Active,2023-10-24,Yes,NO,No,2024-03-08,2024-12-31
12831,CUST00009944,customer9944@email.com,Yuya,Goldbaker,1994-12-24,F,+39-451-8443,Spain,South,Andalusia,Seville,47149,138 High Street,  Suite 170,Italian,Active,2023-10-24,Yes,Yes,Yes,2024-12-31,
12832,CUST00009945,customer9945@email.com,Suhuxako,MacSmith,1961-02-05,F,+39-718-8643,Germany,East,Saxony,Dresden,30782,927 Main Street,Apt 218,English,Active,2021-09-11,No,NO,Yes,2022-09-07,
12833,CUST00009946,customer9946@email.com,Mujayo,SouthBerg,1986-02-27,M  ,+43-851-5765,France,South,Provence-Alpes-Cote d Azur,Nice,79134,81 High Street,,Spanish,Active,2021-11-12,No,Yes,No,2022-08-04,
12834,CUST00009947,customer9947@email.com,  petrsen,  DiWeber,1964-01-14,M,+49-527-6735,Italy,East,Veneto,Verona,10676,419 High Street,,French,ACTIVE,2021-06-19,Yes,Yes,No,2022-07-08,
12835,CUST00009948,customer9948@email.com,Wire,EastFord  ,1971-01-25,F,+37-483-2272,Italy,East,Emilia-Romagna,Bologna,10866,373 Main Street,Building E,German,Active,2023-11-13,No,No,Yes,2024-06-21,
12836,CUST00009949,customer9949@email.com,Nitasibo,LeWilson,1987-06-23,F,+40-984-8752,France,South,Provence-Alpes-Cote d Azur,Marseille,62155,818 High Street,Suite 346,Spanish,Active,2023-02-15,No,No,Yes,2024-07-27,
12837,CUST00009950,customer9950@email.com,Vogani,Redhunter,1978-11-29,m,+35-648-6145,Germany,East,Berlin,Berlin,  34693,827 High Street,SUITE 213,German,Active,2024-09-15,No,Yes,No,2024-11-02,
12838,CUST00009951,customer9951@email.com,nokog,Redhunter,1961-03-02,M,+40-907-3693,Germany,West,North Rhine-Westphalia,Dusseldorf,15468,866 High Street,,English,Active,2021-09-18,No,Yes,Yes,2023-08-14,
12839,CUST00009952,customer9952@email.com,Leledo,WestWood,1995-01-30,f,+48-290-5748,Italy,East,Emilia-Romagna,Bologna,49375,207 Main Street,Suite 111,Spanish,Active,2024-11-09,No,Yes,No,2024-11-20,
12840,CUST00009953,customer9953@email.com,Pesovebo,delfischer,1966-10-18,F,,United Kingdom,North,,Manchester,,,,English,Active,2023-02-19,No,No,No,2023-02-19,2023-03-15
12841,CUST00009953,customer9953@email.com,Pesovebo,DelFischer,1966-10-18,F,+48-737-3202,,,Norfolk,Norwich,23783,,,English,Active  ,2023-02-19,Yes,Yes,No,2023-03-15,2024-10-11
12842,CUST00009953,customer9953@email.com,Pesovebo,DelFischer,1966-10-18,F,+48-737-3202,United Kingdom,East,Norfolk,Norwich,23783,353 main street,,English,Active,2023-02-19,Yes,No,yes,2024-10-11,
12843,CUST00009954,customer9954@email.com,KlauLey,DiWilliams,1984-06-11,M,+33-631-1914,Spain,,Community of Madrid,Madrid,51976,352 Main Street,,,Active,2022-05-06,Yes,No,Yes,2022-05-06,2023-05-19
12844,CUST00009954,customer9954@email.com,KLAULEY,DiWilliams,1984-06-11,M,+33-631-1914,United Kingdom,East,Cambridgeshire,Cambridge,80548,258 main street,,French,Active,2022-05-06,No,Yes,Yes,2023-05-19,
12845,CUST00009955,customer9955@email.com,PeteTon,McSchmidt,1990-05-27,M,+34-134-3379,Spain,East,Catalonia,Barcelona,84720,5 Main Street,,  French,Active,2021-03-03,No,No,Yes,2022-06-26,
12846,CUST00009956,customer9956@email.com,Benedo,VanSchneider,1952-11-04,Other,+38-221-3801  ,Germany,East,Saxony,Dresden,87601,781 High Street,Apt 315,german,Active,2023-06-28,No,No,No,2024-07-10,
12847,CUST00009957,customer9957@email.com,patrley,Rodriguez,1984-09-14,OTHER,,,South,East Sussex,Brighton,,,,,Active,2024-05-14,No,No,Yes,2024-05-14,2024-05-30
12848,CUST00009957,customer9957@email.com,PatrLey,Rodriguez,1984-09-14,Other,,,,Bristol,Bristol,71828,263 Main Street,,Spanish,Active,2024-05-14,No,Yes,Yes  ,2024-05-30,2024-06-03
12849,CUST00009957,customer9957@email.com,PatrLey,Rodriguez,1984-09-14,Other,+39-811-1996  ,Italy,West,Lazio,Rome,,420 Main Street,,Spanish,Active,2024-05-14,Yes,No,Yes,2024-06-03,2024-08-30
12850,CUST00009957,customer9957@email.com,PatrLey,Rodriguez,1984-09-14,Other,+39-811-1996,Italy,West,Lazio,Rome,84230,420 main street,,  Spanish,active,2024-05-14,No,Yes,No,2024-08-30,
12851,CUST00009958,customer9958@email.com,Jocidex,Blacksmith,1950-03-20,F,,Italy,North,Piedmont,,,162 Main Street,,Italian,Active,2023-09-04,Yes,No,Yes,2023-09-04,2023-10-14
12852,CUST00009958,customer9958@email.com,Jocidex,Blacksmith,1950-03-20,F,+39-134-1630,Italy,East,Emilia-Romagna,Bologna,81216,647 High Street,,Italian,Active,2023-09-04,Yes,No,yes  ,2023-10-14,
12853,CUST00009959,customer9959@email.com,Jocidex,  DaBrown,2005-08-27,M,,United Kingdom,,Bristol,,23029,,,,Active,2021-11-09,No,No,Yes,2021-11-09,2023-07-03
12854,CUST00009959,customer9959@email.com,Jocidex,DaBrown,2005-08-27,M,+35-889-4466  ,Spain,West,Castile and Leon,Salamanca,17681,203 High Street,Floor 3,Spanish  ,Active,2021-11-09,No,No,  Yes,2023-07-03,2024-02-22
12855,CUST00009959,customer9959@email.com,Jocidex,DaBrown,2005-08-27,M,+35-889-4466,Germany,North,Hamburg,Hamburg,94955,521 High Street,,Spanish,Active,2021-11-09,Yes,No,Yes,2024-02-22,
12856,CUST00009960,customer9960@email.com,UrsuLey,VonFischer,1970-07-03,F,+30-826-2247,Italy,North,Veneto,Venice,  56967,666 High Street,,spanish,Active,2021-03-19,No,Yes,Yes,2022-09-09,
12857,CUST00009961,customer9961@email.com,Dihoy,Dawilson,2002-09-04,Other,+35-823-2234,France,East,Grand Est,Strasbourg,10528,397 Main Street,,German,Active,2021-02-20,Yes,No,Yes,2023-09-14,
12858,CUST00009962,customer9962@email.com,HelgSen,DelWilliams,1969-06-05,F,+32-798-6633,Spain,North,Basque Country,Bilbao,73446,,Unit 62,Spanish,Active,2024-01-01,Yes,Yes,Yes,2024-12-13,
12859,CUST00009963,customer9963@email.com,Patrson,SouthStone,1953-05-27,Other,+49-433-9328,United Kingdom,East,Cambridgeshire,Cambridge,85726,,,French  ,Active,2024-04-13,No,Yes,Yes,2024-12-18,
12860,CUST00009964,customer9964@email.com,Nacevote,Wilson,1989-07-10,Other,+43-271-1833,Italy,West,Lazio,Rome,48521,13 Main Street  ,,Spanish,Active,2023-08-15,No,No,NO,2024-02-11,
12861,CUST00009965,customer9965@email.com,Wowoh,Blackbaker,1956-10-25,Other,+36-715-2989,Italy,East,Veneto,Verona,67946,445 High Street,,Spanish,Active,2024-02-20,Yes,Yes,No,2024-02-25,
12862,CUST00009966,customer9966@email.com,Cobo,LaSchmidt,1973-03-20,F,+31-956-8080,Italy,West,Tuscany,Florence,46806,261 High Street,Unit 261,English,Active,2023-07-15,Yes,Yes,No,2024-05-19,
12863,CUST00009967,customer9967@email.com,  Xazato,WestStone,2000-01-31,F,,Italy,North,Piedmont,Turin,70705,,,Italian  ,Active,2024-05-26,No,No,Yes,2024-05-26,2024-07-08
12864,CUST00009967,customer9967@email.com,Xazato,WestStone,2000-01-31,F,+35-379-9561,United Kingdom,West,Bristol,Bristol,84048,265 Main Street,,Italian,Active,2024-05-26,No,Yes,Yes,2024-07-08,
12865,CUST00009968,customer9968@email.com,Risiza,bluebaker,1987-11-23,F,+44-625-1106,United Kingdom,North,Greater Manchester,Manchester,72653,954 high street,,English,Active,2021-04-14,No,No,Yes,2022-11-07,
12866,CUST00009969,customer9969@email.com,Jowitu,LeMiller,1981-12-05,Other,+32-920-9289,Italy,South,Campania,Naples,57285,604 High Street,Building B,English,Active,2022-05-14,Yes,No,Yes,2023-02-11,
12867,CUST00009970,customer9970@email.com,Lalexa,LeJones,2005-06-20,F,+40-609-2855,Spain,West,Community of Madrid,Madrid,92563,721 MAIN STREET,,Spanish,Active,2024-01-15,Yes,No,No,2024-10-21,
12868,CUST00009971,customer9971@email.com,Ropoku,Whitefisher,1976-06-02,M,+32-687-5503,France,West,Pays de la Loire,Nantes,55996,646 Main Street,Floor 18,Spanish,Active,2024-11-18,No,No,No,2024-12-28,
12869,CUST00009972,customer9972@email.com,Kizahut,bluebaker,1970-07-26,M,+43-104-1671,Italy,East,Veneto,Verona,95388,192 High Street,,German,Active,2023-08-05,No,Yes,Yes,2024-12-09,
12870,CUST00009973,customer9973@email.com,Jupa,eastlake  ,1962-05-30,M,+32-481-5033,Italy,South,Campania,Naples,82391,981 Main Street,Unit 408,German,active,2022-01-20,Yes,No,Yes,2022-08-17,
12871,CUST00009974,customer9974@email.com,Welotoki  ,Fischer,1970-12-05,Other,  +32-872-4608,France,South,Provence-Alpes-Cote d Azur,Nice,57307,781 Main Street,,  French,Active,2021-12-02,No,Yes,Yes,2022-02-12,
12872,CUST00009975,customer9975@email.com,JameSon,LaWeber,1995-12-21,M,  +41-324-5870,Italy,West,Lazio,Rome,13467,40 high street,,Italian,Active,2021-08-08,Yes,No,No,2022-10-13,
12873,CUST00009976,customer9976@email.com,PeteLey,LaAnderson,1994-08-06,Other,+34-426-9085,Spain,West,Castile and Leon,Salamanca,15181,440 Main Street,Unit 267,German,Active,2024-07-29,No,yes,  Yes,2024-11-22,
12874,CUST00009977,customer9977@email.com,Gajit,LaSchmidt,1990-10-02,Other,,Italy,,,Bologna,  29764,,,English,  Active,2022-07-13,Yes,No,Yes,2022-07-13,2022-07-14
12875,CUST00009977,customer9977@email.com,Gajit,LaSchmidt,2025-05-10,Other,,Italy,,Tuscany,,51150,,,English,Active,2022-07-13,Yes,Yes,No,2022-07-14,2023-06-14
12876,CUST00009977,customer9977@email.com,GAJIT,LaSchmidt,1990-10-02,Other,,Italy,,,Florence,51150,118 Main Street,,English,Active,2022-07-13,Yes,  Yes,yes,2023-06-14,2024-05-12
12877,CUST00009977,customer9977@email.com,Gajit,LaSchmidt,1990-10-02,Other,+35-452-3413,France,North,Hauts-de-France,Lille,54802,883 Main Street,,english,Active,2022-07-13,Yes,  Yes,Yes,2024-05-12,
12878,CUST00009978,customer9978@email.com,Welotoki,WestWood,1983-09-30,M,+40-223-2932,Germany,South,Bavaria,Nuremberg,30595,78 Main Street  ,,SPANISH,ACTIVE,2023-09-09,No,No,No,2025-01-05,
12879,CUST00009979,customer9979@email.com,JennLey,SouthStone,2000-11-13,F,+41-360-2207,France,East,Auvergne-Rhone-Alpes,Lyon,72577,431 Main Street,,English,Active,2023-11-03,Yes,NO,yes,2024-03-13,
12880,CUST00009980,customer9980@email.com,Jositatu,LaFischer,1963-12-28,Other,+33-264-5993,Italy,North,Lombardy,Milan,57081,210 Main Street,,French,  Active,2024-09-09,Yes,No,No,2024-09-16,
12881,CUST00009981,customer9981@email.com,Wolfgang,NorthWood,1994-10-27,F,,United Kingdom,South,,Brighton,62469,,,,Active,2023-11-14,No,Yes,No,2023-11-14,2023-11-29
12882,CUST00009981,customer9981@email.com,WOLFGANG,NorthWood,1994-10-27,  F,+42-873-7997,,South,,,,,,,Active,2023-11-14,Yes,Yes,Yes,2023-11-29,2023-12-11
12883,CUST00009981,customer9981@email.com,Wolfgang,NorthWood,1994-10-27,F,+42-873-7997,United Kingdom,South,East Sussex,Brighton,62469,885 Main Street,,French  ,Active,2023-11-14,Yes,Yes,No,2023-12-11,2024-02-02
12884,CUST00009981,customer9981@email.com,Wolfgang,NorthWood,1994-10-27,F,+42-873-7997,Spain,East,Valencia,Valencia,91086,904 High Street,,French,Active,2023-11-14,No,YES,No,2024-02-02,
12885,CUST00009982,customer9982@email.com,Tuxesu,MACMILLER,1982-03-22,  Other,+41-993-4469,Spain,West,Castile and Leon,Salamanca,36539,109 High Street,,Spanish,Active,2024-12-13,No,YES,Yes,2025-01-12,
12886,CUST00009983,customer9983@email.com,IngrLey,NorthStone,1954-02-10,Other  ,+31-869-9153,United Kingdom,North,Greater Manchester,Manchester,95007,25 High Street,Building E,German,Active,2023-08-25,Yes,No,Yes,2023-09-13,
12887,CUST00009984,customer9984@email.com,HansTon,LaSmith,1955-09-06,F,+31-732-8895,Spain,East,Valencia,Valencia,46720,267 High Street,,spanish,Active,2023-10-13,Yes,Yes,No,2023-10-22,
12888,CUST00009985,customer9985@email.com,Piwiju,MOREAU,1998-12-09,Other,+38-849-4110,Germany,South,Baden-Wurttemberg,Stuttgart,69356,201 High Street,Suite 52,English  ,Active,2022-12-12,Yes,No,Yes,2022-12-19,
12889,CUST00009986,customer9986@email.com,Cute,LaFischer  ,1991-05-11,F,+48-191-3773,Spain,East,Valencia,Valencia,25196,965 High Street,Unit 157,German,Active,2024-07-29,Yes,Yes,No,2024-08-17,
12890,CUST00009987,customer9987@email.com,DIMINIZ,Rodriguez,1977-09-06,F,+46-216-4839,Italy,East,Veneto,Verona,68426,429 Main Street,,Spanish  ,Active,2024-12-28,Yes,Yes,No,2025-01-04,
12891,CUST00009988,customer9988@email.com,Ginadi,VonMiller,1961-06-03,M,+46-224-1560,Spain,West,Castile and Leon,Salamanca,75395,613 High Street,,Spanish,Active,2024-02-01,No,Yes,No,2024-05-23,
12892,CUST00009989,customer9989@email.com,Bali  ,Schulz,1999-09-03,F,+45-656-1083,United Kingdom,North,Merseyside,Liverpool,13128,16 High Street,Suite 385,French,Active,2021-08-22,No,No,No,2022-09-04,
12893,CUST00009990,customer9990@email.com,Ana,LAWILSON,1987-06-27,M,+40-479-6994,United Kingdom,East,Norfolk,Norwich,33039,460 Main Street,,German,Active,2021-04-02,Yes,No,Yes,2022-11-14,
12894,CUST00009991,customer9991@email.com,Kitey,Redcooper,1957-01-26,M,+36-997-1848,Spain,East,Catalonia,Barcelona,22124,820 Main Street,,Spanish,Active,2023-06-10,Yes,No,No  ,2024-12-02,
12895,CUST00009992,customer9992@email.com,Savih,McSchneider,1976-08-08,M,+31-428-2271,Spain,North,Basque Country,San Sebastian,93153,228 Main Street,,  Italian,Active,2023-09-09,No,No,Yes,2023-11-16,
12896,CUST00009993,customer9993@email.com,Bali,Schulz,1957-12-19,M,,Germany,,,Dusseldorf,33552,,Unit 220,,Active,2021-09-09,No,No,No,2021-09-09,2022-12-08
12897,CUST00009993,customer9993@email.com,Bali,Schulz,1957-12-19,M,+42-553-3793,Germany,East,Saxony,Leipzig,15923,245 High Street,,French,Active,2021-09-09,Yes,No,No,2022-12-08,
12898,CUST00009994,customer9994@email.com,Rosa,DELWILSON,2003-04-29,  M,+34-895-4763,United Kingdom,South,Greater London,London,51005,40 Main Street,,german,Active,2024-03-10,No,No,Yes,2024-08-07,
12899,CUST00009995,customer9995@email.com,Rejulegu,DeTaylor,2003-03-11,M,+47-142-2765,Spain,West,Community of Madrid,Madrid,87153,715 Main Street,,German,Active,2021-09-27,No,No,No,2024-06-21,
12900,CUST00009996,customer9996@email.com,Mujayo,Silverbaker,1962-12-17,Other,+44-699-6083,Italy,East,Veneto,Verona,84637,269 Main Street,Suite 241,Italian,Active,2023-05-21,Yes,Yes,Yes,2024-12-13,
12901,CUST00009997,customer9997@email.com,IngrLey,Hernandez,1990-07-15,Other,+45-990-2279,Germany,West,North Rhine-Westphalia,Cologne,65053,772 Main Street,Apt 463,German,Active,2024-11-07,No,No,Yes,2024-12-01,
12902,CUST00009998,customer9998@email.com,MichSen,  NorthBurg,1961-04-03,M,  +46-168-6566,United Kingdom,West,West Midlands,Birmingham,67965,73 Main Street,Suite 12,French,Active,2022-04-15,Yes,No,Yes,2024-03-12,
12903,CUST00009999,customer9999@email.com,Michel,  LaAnderson,2001-01-25,M,  +33-785-8097,Italy,North,Piedmont,Turin,61279,  355 Main Street,  Building B,ITALIAN,  Active,2024-03-15,No,Yes,Yes,2024-08-13,
12904,CUST00010000,customer10000@email.com,Lindton  ,LeJohnson,1994-03-03,M,,United Kingdom,,West Midlands,Birmingham,,203 Main Street,,,ACTIVE,2023-07-11,No,yes,  No,2023-07-11,2023-07-29
12905,CUST00010000,customer10000@email.com,LindTon,LeJohnson,1994-03-03,M,+38-323-2356,United Kingdom,West,West Midlands,,64020,203 Main Street,Unit 187,Spanish,Active,2023-07-11,Yes,No,Yes,2023-07-29,2023-10-10
12906,CUST00010000,customer10000@email.com,LindTon,LeJohnson,1994-03-03,M,  +38-323-2356,France,East,Auvergne-Rhone-Alpes,Lyon,52333,800 High Street,Unit 70,spanish,ACTIVE,2023-07-11,Yes,Yes,Yes,2023-10-10,
12907,CUST00010001,customer10001@email.com,Goxu,McSchneider  ,1986-08-29,M,+31-565-4194,Italy,West,Tuscany,Florence,40308,148 Main Street,,Italian,Active,2021-04-24,Yes,Yes,No,2023-06-25,
12908,CUST00010002,customer10002@email.com,Layetur,MacSchneider,1977-02-01,F,+42-819-5682,United Kingdom,East,Cambridgeshire,Cambridge,32154,372 Main Street,,Spanish,Active,2022-08-14,No,No,Yes,2023-01-28,
12909,CUST00010003,customer10003@email.com,WillSon,VonFischer,1958-05-22,F,+49-770-3574,Germany,East,Saxony,Leipzig,64371,432 High Street,Building C,English,Active,2024-11-11,Yes,Yes,YES,2025-01-01,
12910,CUST00010004,customer10004@email.com,Piwiju,DiMuller,1963-05-16,Other,+41-425-2748,Spain,East,,Barcelona,51877,,building b,,Active,2022-10-08,Yes,Yes,No,2023-11-15,2024-12-16
12911,CUST00010004,customer10004@email.com,Piwiju,DiMuller,1963-05-16,Other  ,  +41-425-2748,United Kingdom,North,Merseyside,Liverpool,90680,  717 Main Street,APT 487,Italian,Active,2022-10-08,No,Yes,No,2024-12-16,
12912,CUST00010005,customer10005@email.com,Bozab,DelJohnson,1971-01-26,F,+34-837-1385,France,North,Hauts-de-France,Lille,87193,669 High Street,,Spanish,Active,2024-06-20,Yes,No,Yes,2024-07-21,
12913,CUST00010006,customer10006@email.com,Pebuja,DiBrown,1951-12-04,M,+45-463-8960,United Kingdom,West,West Midlands,Birmingham,37556,,  Unit 492,Italian,Active,2022-03-17,No,Yes,Yes,2024-07-17,
12914,CUST00010007,customer10007@email.com,tahicole,MacSchneider,1991-07-18,F,+44-875-4104,France,North,Hauts-de-France,Lille,64941,  925 Main Street,Building E,Spanish,Active,2021-09-23,No,No,  No,2022-05-10,
12915,CUST00010008,customer10008@email.com,Sewarema,Jones,2002-10-09,Other,+30-422-6471,France,East,Auvergne-Rhone-Alpes,Lyon,54769  ,82 Main Street,,Italian,Active,2024-09-07,Yes,No,No,2024-11-29,
12916,CUST00010009,customer10009@email.com,Tisuride,LaWeber,1994-09-05,M,+31-869-5170,France,West,,,92906,,,,Active,2022-03-29,Yes,Yes,No,2023-07-05,2024-01-21
12917,CUST00010009,customer10009@email.com,Tisuride,LaWeber,1994-09-05,M,+31-869-5170,United Kingdom,East,Cambridgeshire,Cambridge,84652,428 Main Street,Suite 414,French,Active,2022-03-29,Yes,Yes,Yes,2024-01-21,
12918,CUST00010010,customer10010@email.com,Daju,DelFischer,1979-12-05,M,,,,North Rhine-Westphalia,Dusseldorf,45477,,,,Active,2024-07-05,Yes,No,Yes  ,2024-07-05,2024-10-30
12919,CUST00010010,customer10010@email.com,  Daju,DelFischer,1979-12-05,M,+37-662-7896,Germany,West,North Rhine-Westphalia,Dusseldorf,45477,257 Main Street,,SPANISH,Active,2024-07-05,Yes,Yes,Yes,2024-10-30,
12920,CUST00010011,customer10011@email.com,Vigojavi,DaDavis,1994-09-24,Other,+41-587-3288  ,United Kingdom,West,West Midlands,Birmingham,57246,515 High Street,,Spanish,Active,2022-11-01,Yes,No,no,2023-03-22,
12921,CUST00010012,customer10012@email.com,Wabi,MacJones,1987-07-20,M,,United Kingdom,West,,Bristol,92032,,,German,Active,2021-03-13,Yes,Yes,yes,2021-11-22,2023-09-03
12922,CUST00010012,customer10012@email.com,Wabi,MacJones,1987-07-20,M,+48-992-5925,United Kingdom,East,Norfolk,Norwich,52752,101 Main Street,building a,German,Active,2021-03-13,No,Yes,No,2023-09-03,
12923,CUST00010013,customer10013@email.com,Juber,LaDavis,1997-11-18,Other,+45-212-4256,Italy,East,Veneto,Verona,77975,139 High Street  ,Apt 386,German,Active,2023-06-15,No,No,No,2024-02-16,
12924,CUST00010014,customer10014@email.com,RobeSen,  Ramirez,2000-02-06,F,+38-944-5454,Spain,North,Basque Country,San Sebastian,14970,  667 Main Street,,English,Active,2024-03-30,No,yes,No  ,2024-07-22,
12925,CUST00010015,customer10015@email.com,Yuya,MacMuller,1985-08-30,M,+40-170-7801,Germany,North,Schleswig-Holstein,Kiel,95255,253 High Street,Apt 105,Italian,Active,2021-07-10,Yes,Yes,Yes,2021-10-26,
12926,CUST00010016,customer10016@email.com,Mehix,Goldhunter,1985-08-13,M,+41-440-2011,France,West,Pays de la Loire,Nantes,  20979,322 High Street,,italian,Active,2023-11-29,Yes,Yes,No,2024-09-20,
12927,CUST00010017,customer10017@email.com,buvatasa,vonwilliams,1993-01-17,Other,+37-797-5603,France,East,Grand Est,Strasbourg,47358,134 Main Street,Apt 399,Italian,Active,2024-11-24,Yes,Yes,No,2024-11-25,
12928,CUST00010018,customer10018@email.com,WillLey,VonDavis,2004-02-08,M,+43-115-1035,France,South,Provence-Alpes-Cote d Azur,Marseille,65895,894 High Street,Unit 84,French,Active,2022-02-26,Yes,Yes,No,2023-11-14,
12929,CUST00010019,customer10019@email.com,Cuzo,Whitebaker,1958-09-28,other,+30-530-3015,France,East,Auvergne-Rhone-Alpes,Lyon,77822,823 High Street,,French,Active,2024-07-29,No,Yes,No,2024-09-01,
12930,CUST00010020,customer10020@email.com,HelgSen,MacJones,1997-04-20,f,+45-104-7454,United Kingdom,North,Merseyside,Liverpool,95216,751 High Street,,Spanish,Active,2024-07-11,No,No,YES,2024-11-13,
12931,CUST00010021,customer10021@email.com,  MichSen,Greenbaker,1989-03-27,F,+44-422-1634,Italy,East,Veneto,Verona,93373,32 High Street,Floor 8,Spanish,Active,2023-11-20,No,YES,Yes,2024-12-14,
12932,CUST00010022,customer10022@email.com,Pilar,Sanchez,2005-02-16,F,+37-282-5782,Italy,West,Lazio,Rome,25380,730 High Street,,French,Active,2022-11-01,No,Yes,Yes,2023-06-23,
12933,CUST00010023,customer10023@email.com,Weni,Miller,1955-06-04,F,+41-944-6694,Spain,North,Basque Country,San Sebastian,79607,966 High Street,Suite 85,German,Active,2022-09-09,Yes,Yes,Yes,2023-06-17,
